ticket_id,customer_id,route_id,open_date,category,description,sentiment,status,resolution_days,csat_score
TKT000226,CUST0025,R008,2024-12-08,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT000227,CUST0034,R005,2024-11-14,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,6,4
TKT000228,CUST0072,R004,2024-10-05,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,5,2
TKT000229,CUST0097,R004,2024-11-07,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Open,,
TKT000230,CUST0081,R011,2024-12-26,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,4,2
TKT000231,CUST0175,R009,2024-11-11,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Resolved,5,2
TKT000232,CUST0018,R009,2024-11-01,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,8,2
TKT000233,CUST0017,R002,2024-12-11,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,neutral,Resolved,12,4
TKT000234,CUST0195,R011,2025-01-31,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000235,CUST0299,R009,2024-11-13,Customer Service,Promise de rappel non tenue après ma plainte initiale.,negative,Open,,
TKT000236,CUST0059,R005,2024-11-28,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,9,3
TKT000237,CUST0281,R004,2024-10-18,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,11,2
TKT000238,CUST0247,R010,2024-12-31,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,negative,Resolved,13,2
TKT000239,CUST0074,R004,2024-12-16,Customer Service,Le service clientèle en ligne est inexistant.,negative,Resolved,11,3
TKT000240,CUST0038,R005,2024-11-08,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,11,1
TKT000241,CUST0042,R011,2025-01-16,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,9,1
TKT000242,CUST0143,R001,2024-12-27,Onboard Experience,Air conditioning was too cold. No blankets available.,neutral,Resolved,1,2
TKT000243,CUST0283,R006,2024-11-12,Refund,Requested refund 30 days ago. No update from the airline.,negative,Open,,
TKT000244,CUST0260,R006,2024-11-27,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000245,CUST0106,R004,2025-01-09,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,13,1
TKT000246,CUST0133,R006,2024-10-19,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Open,,
TKT000247,CUST0247,R007,2025-01-11,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,12,1
TKT000248,CUST0292,R006,2025-01-12,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Open,,
TKT000249,CUST0250,R002,2025-01-17,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,11,2
TKT000250,CUST0012,R011,2024-11-02,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,4,5
TKT000251,CUST0168,R006,2025-01-21,Baggage,My suitcase arrived open and items were missing.,negative,Resolved,12,2
TKT000252,CUST0254,R009,2024-11-27,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Open,,
TKT000253,CUST0277,R005,2025-01-28,Baggage,Still waiting for delayed baggage from 3 days ago.,negative,Open,,
TKT000254,CUST0021,R012,2024-12-20,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,2,5
TKT000255,CUST0178,R009,2024-10-08,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000256,CUST0006,R002,2025-01-26,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,11,5
TKT000257,CUST0207,R007,2024-12-28,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,11,4
TKT000258,CUST0172,R011,2025-01-11,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Resolved,4,4
TKT000259,CUST0094,R009,2024-12-31,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,3,2
TKT000260,CUST0220,R011,2025-01-08,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,5,2
TKT000261,CUST0078,R005,2024-10-23,Onboard Experience,Choice of vegetarian meals very limited compared to competitors.,neutral,Resolved,11,2
TKT000262,CUST0030,R009,2024-10-27,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,10,3
TKT000263,CUST0124,R004,2025-01-18,Refund,Voucher reçu au lieu du remboursement promis.,negative,Resolved,13,4
TKT000264,CUST0017,R010,2024-12-11,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Open,,
TKT000265,CUST0269,R005,2025-01-17,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Open,,
TKT000266,CUST0025,R008,2025-01-10,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Open,,
TKT000267,CUST0141,R006,2024-11-01,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,3,4
TKT000268,CUST0154,R008,2024-11-02,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,12,4
TKT000269,CUST0227,R008,2025-01-13,Customer Service,No response to my email sent 2 weeks ago.,negative,Resolved,6,3
TKT000270,CUST0205,R004,2024-11-20,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Open,,
TKT000271,CUST0198,R012,2024-11-15,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,1,5
TKT000272,CUST0004,R011,2024-12-18,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,10,3
TKT000273,CUST0197,R005,2024-12-04,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,13,2
TKT000274,CUST0086,R001,2024-10-13,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,11,4
TKT000275,CUST0085,R002,2024-11-12,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Open,,
TKT000276,CUST0017,R006,2024-12-02,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,11,4
TKT000277,CUST0102,R001,2024-10-13,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT000278,CUST0297,R011,2024-10-20,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,7,1
TKT000279,CUST0036,R006,2024-12-11,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,11,5
TKT000280,CUST0003,R005,2025-02-01,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,10,3
TKT000281,CUST0213,R004,2024-11-12,Refund,Voucher reçu au lieu du remboursement promis.,negative,Open,,
TKT000282,CUST0103,R012,2024-10-27,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Open,,
TKT000283,CUST0048,R003,2024-11-18,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,13,3
TKT000284,CUST0219,R006,2024-12-24,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,5,4
TKT000285,CUST0066,R001,2024-12-14,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,5,3
TKT000286,CUST0138,R006,2024-11-11,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,10,3
TKT000287,CUST0270,R010,2024-11-22,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,7,1
TKT000288,CUST0169,R004,2024-11-04,Flight Delay,Mon vol a été retardé de 4 heures. Aucun repas fourni.,negative,Resolved,12,2
TKT000289,CUST0064,R006,2024-11-07,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,10,2
TKT000290,CUST0066,R012,2024-10-21,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,7,2
TKT000291,CUST0086,R005,2025-01-04,Baggage,My suitcase arrived open and items were missing.,negative,Open,,
TKT000292,CUST0098,R005,2024-12-02,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,4,4
TKT000293,CUST0143,R004,2025-01-29,Onboard Experience,Air conditioning was too cold. No blankets available.,negative,Resolved,14,5
TKT000294,CUST0012,R005,2024-11-04,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Resolved,6,3
TKT000295,CUST0039,R009,2025-01-13,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,10,1
TKT000296,CUST0174,R005,2025-01-08,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,14,3
TKT000297,CUST0050,R006,2025-01-24,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,1,5
TKT000298,CUST0272,R009,2024-10-22,Booking Issue,Application mobile bloque à l'étape de paiement.,negative,Open,,
TKT000299,CUST0299,R006,2025-01-04,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,10,5
TKT000300,CUST0202,R007,2024-10-16,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Open,,
TKT000301,CUST0291,R012,2024-10-20,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Open,,
TKT000302,CUST0246,R002,2024-11-14,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,14,5
TKT000303,CUST0105,R005,2024-11-20,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,13,5
TKT000304,CUST0243,R002,2024-10-05,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Open,,
TKT000305,CUST0152,R006,2024-10-22,Booking Issue,"Erreur lors du paiement, deux billets émis.",neutral,Resolved,4,1
TKT000306,CUST0004,R003,2024-10-21,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,4,3
TKT000307,CUST0194,R010,2024-10-28,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,6,1
TKT000308,CUST0244,R006,2024-12-21,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000309,CUST0145,R001,2024-10-28,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,6,4
TKT000310,CUST0290,R005,2024-12-13,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,4,3
TKT000311,CUST0286,R011,2025-01-31,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,3,1
TKT000312,CUST0210,R010,2024-10-27,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,4,1
TKT000313,CUST0135,R001,2024-12-07,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,11,4
TKT000314,CUST0144,R009,2024-12-13,Customer Service,Agent au sol très impoli et peu serviable.,negative,Resolved,11,3
TKT000315,CUST0299,R009,2024-11-21,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",neutral,Resolved,1,1
TKT000316,CUST0168,R008,2024-10-12,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,neutral,Resolved,4,3
TKT000317,CUST0157,R004,2024-12-11,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,14,3
TKT000318,CUST0043,R012,2024-11-27,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Resolved,3,4
TKT000319,CUST0242,R009,2024-10-29,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Open,,
TKT000320,CUST0152,R007,2024-10-21,Flight Delay,Flight delayed with no notification sent to passengers.,negative,Resolved,10,1
TKT000321,CUST0227,R004,2024-11-01,Onboard Experience,Seat recline broken. Crew ignored my request.,negative,Open,,
TKT000322,CUST0193,R006,2024-12-28,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,13,4
TKT000323,CUST0171,R005,2024-10-22,Booking Issue,"Erreur lors du paiement, deux billets émis.",negative,Resolved,10,3
TKT000324,CUST0217,R004,2024-12-25,Booking Issue,Double-charged for seat selection. Please refund.,neutral,Resolved,1,2
TKT000325,CUST0172,R011,2025-01-16,Booking Issue,Application mobile bloque à l'étape de paiement.,neutral,Resolved,4,2
TKT000326,CUST0263,R004,2024-10-20,Onboard Experience,Seat recline broken. Crew ignored my request.,neutral,Resolved,8,5
TKT000327,CUST0038,R009,2024-12-01,Booking Issue,Impossible de modifier ma réservation en ligne.,neutral,Resolved,3,3
TKT000328,CUST0011,R001,2025-01-29,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,11,5
TKT000329,CUST0038,R006,2024-12-25,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,8,3
TKT000330,CUST0138,R005,2025-01-30,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,7,3
TKT000331,CUST0029,R007,2024-10-23,Flight Delay,Aucune information donnée pendant l'attente prolongée en salle d'embarquement.,negative,Resolved,8,2
TKT000332,CUST0099,R005,2024-10-23,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Resolved,1,4
TKT000333,CUST0071,R005,2025-01-29,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,12,2
TKT000334,CUST0056,R012,2024-11-30,Customer Service,Twitter team responded but did not resolve the issue.,negative,Resolved,2,2
TKT000335,CUST0118,R002,2024-12-10,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,9,1
TKT000336,CUST0016,R004,2024-11-26,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,12,5
TKT000337,CUST0193,R001,2025-01-21,Onboard Experience,Repas de très mauvaise qualité sur le vol ABJ-CDG.,negative,Open,,
TKT000338,CUST0175,R004,2024-12-19,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Open,,
TKT000339,CUST0259,R002,2024-12-31,Onboard Experience,"Écran d'écran cassé, pas de divertissement disponible.",negative,Resolved,10,1
TKT000340,CUST0290,R006,2024-11-22,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,4,2
TKT000341,CUST0179,R006,2025-01-21,Baggage,Mes bagages n'ont pas été livrés à l'arrivée.,negative,Resolved,3,1
TKT000342,CUST0153,R005,2024-12-18,Flight Delay,Missed connecting flight due to Air CI delay. Need compensation.,negative,Resolved,7,2
TKT000343,CUST0130,R011,2024-10-29,Booking Issue,Impossible de modifier ma réservation en ligne.,negative,Resolved,5,4
TKT000344,CUST0084,R010,2025-01-19,Booking Issue,Upgrade not applied despite payment confirmation.,negative,Resolved,9,1
TKT000345,CUST0005,R004,2025-01-22,Baggage,Baggage damaged on arrival. Wheel broken and zipper torn.,negative,Resolved,11,4
TKT000346,CUST0012,R009,2024-10-28,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,8,4
TKT000347,CUST0064,R004,2024-11-27,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,4,2
TKT000348,CUST0238,R012,2024-11-02,Refund,Vol annulé par la compagnie mais pas de remboursement proposé.,negative,Resolved,8,4
TKT000349,CUST0243,R006,2024-12-15,Booking Issue,Double-charged for seat selection. Please refund.,negative,Open,,
TKT000350,CUST0012,R001,2024-10-22,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,3,1
TKT000351,CUST0286,R008,2024-12-18,Refund,Requested refund 30 days ago. No update from the airline.,negative,Resolved,2,3
TKT000352,CUST0040,R011,2024-10-09,Onboard Experience,Wi-Fi à bord facturé mais inopérant pendant tout le vol.,negative,Open,,
TKT000353,CUST0128,R005,2024-11-02,Refund,"Compensation EU261 demandée pour vol retardé, sans réponse.",negative,Resolved,8,2
TKT000354,CUST0078,R008,2024-12-28,Baggage,Bagage cabine refusé à l'embarquement sans justification.,negative,Resolved,3,1
TKT000355,CUST0152,R005,2024-12-22,Baggage,Lost my hand luggage during boarding. Customer service unhelpful.,negative,Resolved,11,5
TKT000356,CUST0208,R005,2024-11-01,Flight Delay,Vol systématiquement en retard le matin sur cette ligne.,negative,Resolved,13,1
TKT000357,CUST0058,R001,2024-10-12,Customer Service,Phone support kept me on hold for 45 minutes.,negative,Resolved,2,2
TKT000358,CUST0166,R010,2025-01-12,Baggage,Frais d'excédent bagage facturés deux fois sur ma carte.,negative,Open,,
TKT000359,CUST0130,R009,2024-12-11,Customer Service,Agent au sol très impoli et peu serviable.,negative,Open,,
TKT000360,CUST0128,R005,2024-11-11,Flight Delay,Vol retardé plusieurs fois sur ce mois. Inacceptable.,negative,Resolved,2,5
TKT000361,CUST0273,R002,2024-10-11,Flight Delay,3-hour tarmac delay with no air conditioning.,negative,Resolved,5,2
TKT000362,CUST0118,R010,2024-10-26,Refund,Remboursement non reçu après annulation il y a 6 semaines.,negative,Resolved,9,4
